chr10_mat_hsa12:55574958-62944577	chr10_mat_hsa12:56854368-62008825	chr10_hap1_hsa12:57305076-61557483	chr10_hap1_hsa12:58461602-60698619	chr10_mat_hsa12:62734363-67388566	chr10_mat_hsa12:64043898-66751637	chr10_hap1_hsa12:34727928-36518078	chr10_hap1_hsa12:35336755-35558295	chr10_hap1_hsa12:34917156-36191363	chr10_hap1_hsa12:35527702-35691368
chr11_mat_hsa9:53549555-57588698	chr11_mat_hsa9:54066868-57017833	chr11_hap1_hsa9:52557596-55581497	chr11_hap1_hsa9:53076097-54998401	chr11_mat_hsa2b:32878951-34547296	chr11_mat_hsa2b:33401711-33508003	chr11_hap1_hsa2b:10433101-13992712	chr11_hap1_hsa2b:11309973-13483135	chr11_hap1_hsa2b:13785952-16983002	chr11_hap1_hsa2b:14701525-16483003
chr12_mat_hsa2a:33213321-34918816	chr12_mat_hsa2a:34212652-34399438	chr12_hap1_hsa2a:27989849-32312127	chr12_hap1_hsa2a:28498122-31279491	chr12_mat_hsa2a:28429606-33602951	chr12_mat_hsa2a:28933186-33102952	chr12_hap1_hsa2a:19589915-23519523	chr12_hap1_hsa2a:22151135-23019526	chr12_hap1_hsa2a:17282730-22272444	chr12_hap1_hsa2a:18432938-21772447
chr13_mat_hsa2b:42170161-43626641	chr13_mat_hsa2b:43002157-43102930	chr13_hap1_hsa2b:32648541-34798032	chr13_hap1_hsa2b:33198526-34034016	chr13_mat_hsa9:18376070-25516913	chr13_mat_hsa9:18878099-25016912	chr13_hap1_hsa9:11130759-16171470	chr13_hap1_hsa9:12857637-15671443	chr13_hap1_hsa9:12835280-16822609	chr13_hap1_hsa9:14884973-16319176
chr14_mat_hsa13:10816342-11916544	chr14_mat_hsa13:11316370-11416541	chr14_hap1_hsa13:15057753-17766685	chr14_hap1_hsa13:15582233-17149626	chr14_mat_hsa13:30169595-34710267	chr14_mat_hsa13:31245886-34210267	chr14_hap1_hsa13:21708492-24834168	chr14_hap1_hsa13:22646586-24334169	chr14_hap1_hsa13:17746254-20723293	chr14_hap1_hsa13:18684193-20217822
chr15_mat_hsa14:15044466-21057061	chr15_mat_hsa14:17255465-20451797	chr15_hap1_hsa14:14677138-17721080	chr15_hap1_hsa14:15192905-17140979	chr15_mat_hsa14:41428542-48126215	chr15_mat_hsa14:41997473-47622300	chr15_hap1_hsa14:10752317-16305774	chr15_hap1_hsa14:11730738-15805777	chr15_hap1_hsa14:19735631-22333641	chr15_hap1_hsa14:20235628-21833643
chr16_mat_hsa15:16174649-17288189	chr16_mat_hsa15:16674721-16760096	chr16_hap1_hsa15:13187675-16404186	chr16_hap1_hsa15:13813511-15877440	chr16_mat_hsa15:16222246-19648023	chr16_mat_hsa15:16725121-19148023	chr16_hap1_hsa15:16476291-19702909	chr16_hap1_hsa15:17369950-19202910	chr16_hap1_hsa15:9943231-13462635	chr16_hap1_hsa15:10844763-12963654
chr17_mat_hsa18:22584421-23607036	chr17_mat_hsa18:23084532-23106886	chr17_hap1_hsa18:13044274-16445558	chr17_hap1_hsa18:13561461-15829458	chr17_mat_hsa18:32688951-36204805	chr17_mat_hsa18:33191505-35704805	chr17_hap1_hsa18:14840751-20272855	chr17_hap1_hsa18:17853917-19772858	chr17_hap1_hsa18:16025068-20131498	chr17_hap1_hsa18:16759397-19631501
chr18_mat_hsa16:56291544-61551399	chr18_mat_hsa16:57182017-60200644	chr18_hap1_hsa16:40335095-44198505	chr18_hap1_hsa16:41035816-42685116	chr18_mat_hsa16:70794532-76620545	chr18_mat_hsa16:71556718-75406458	chr18_hap1_hsa16:35486959-42728873	chr18_hap1_hsa16:36020412-41848526	chr18_hap1_hsa16:35961649-45002856	chr18_hap1_hsa16:36496645-44124055
chr19_mat_hsa17:40533785-49552991	chr19_mat_hsa17:41033861-47777008	chr19_hap1_hsa17:40347447-45692064	chr19_hap1_hsa17:40929798-44878540	chr19_mat_hsa5x17:56016920-62101408	chr19_mat_hsa5x17:56517180-60302771	chr19_hap1_hsa17:39380543-43397310	chr19_hap1_hsa17:39880594-42897270	chr19_hap1_hsa17:35048421-41459781	chr19_hap1_hsa17:35703045-40955643
chr20_mat_hsa19:27262541-36201029	chr20_mat_hsa19:28390461-35099353	chr20_hap1_hsa19:26067473-31318420	chr20_hap1_hsa19:27214610-30242791	chr20_mat_hsa19:30055945-39174953	chr20_mat_hsa19:30826891-38091474	chr20_hap1_hsa19:24531655-33431838	chr20_hap1_hsa19:25338954-32817361	chr20_hap1_hsa19:23980653-33529151	chr20_hap1_hsa19:24790385-32915429
chr21_mat_hsa20:26626411-32647701	chr21_mat_hsa20:27668640-31784415	chr21_hap1_hsa20:32289931-35794604	chr21_hap1_hsa20:32946743-34927140	chr21_mat_hsa20:35896076-42609045	chr21_mat_hsa20:36406177-40308147	chr21_hap1_hsa20:21549294-28644807	chr21_hap1_hsa20:22049340-27940507	chr21_hap1_hsa20:21566669-30071169	chr21_hap1_hsa20:22066715-29568075
chr22_mat_hsa21:6963122-8046933	chr22_mat_hsa21:7474015-7546930	chr22_hap1_hsa21:11978257-14701831	chr22_hap1_hsa21:12502745-14044947	chr22_mat_hsa21:11368826-15724165	chr22_mat_hsa21:11868825-15121199	chr22_hap1_hsa21:25767239-26850792	chr22_hap1_hsa21:26267238-26350793	chr22_hap1_hsa21:14837278-22162924	chr22_hap1_hsa21:15389494-21586076
chr23_mat_hsa22:27423508-32203011	chr23_mat_hsa22:29213079-31517369	chr23_hap1_hsa22:12749998-19390808	chr23_hap1_hsa22:13267811-18666657	chr23_mat_hsa22:9968584-15319747	chr23_mat_hsa22:10473016-14819748	chr23_hap1_hsa22:23202032-26578015	chr23_hap1_hsa22:23754078-26013392	chr23_hap1_hsa22:17475899-22764070	chr23_hap1_hsa22:18028186-22190960
chrX_mat_hsaX:59041741-62879520	chrX_mat_hsaX:60011130-62096548	chrX_hap1_hsaX:57627484-61028848	chrX_hap1_hsaX:58606782-60257124	chrX_mat_hsaX:67751759-75030630	chrX_mat_hsaX:68907036-74042352	chrX_hap1_hsaX:58416523-66740962	chrX_hap1_hsaX:59476749-65858282	chrX_hap1_hsaX:58029629-68223789	chrX_hap1_hsaX:59239490-67468977
chr1_pat_hsa1:100447735-101545263	chr1_pat_hsa1:100947758-101022730	chr1_hap2_hsa1:99773807-107854907	chr1_hap2_hsa1:101444732-107354505	chr1_pat_hsa1:107039895-114357187	chr1_pat_hsa1:108411326-111910307	chr1_hap2_hsa1:100816997-107058215	chr1_hap2_hsa1:101999183-106049507	chr1_hap2_hsa1:100929765-110971822	chr1_hap2_hsa1:102107692-109804923
chr2_pat_hsa3:90000963-92493853	chr2_pat_hsa3:91644372-91967192	chr2_hap2_hsa3:92685502-96302423	chr2_hap2_hsa3:94078194-95618465	chr2_pat_hsa3:99947092-105116184	chr2_pat_hsa3:101286829-104485587	chr2_hap2_hsa3:19581774-31531599	chr2_hap2_hsa3:20081800-31032099	chr2_hap2_hsa3:39027126-51556934	chr2_hap2_hsa3:39527124-51056907
chr3_pat_hsa4:77497591-79317062	chr3_pat_hsa4:78556458-78626030	chr3_hap2_hsa4:77455945-82514410	chr3_hap2_hsa4:78908623-81195393	chr3_pat_hsa4:74063767-78594430	chr3_pat_hsa4:75635421-78094417	chr3_hap2_hsa4:68464747-78698225	chr3_hap2_hsa4:68964793-78160215	chr3_hap2_hsa4:69295065-86897616	chr3_hap2_hsa4:69795111-86320512
chr4_pat_hsa5:63334986-65013018	chr4_pat_hsa5:64044829-64307444	chr4_hap2_hsa5:64316450-67551718	chr4_hap2_hsa5:64955065-66788232	chr4_pat_hsa17x5:70477135-79193862	chr4_pat_hsa17x5:71532157-78693864	chr4_hap2_hsa5:46033792-53285279	chr4_hap2_hsa5:47136461-52548814	chr4_hap2_hsa5:46090867-59115062	chr4_hap2_hsa5:47183768-58465624
chr5_pat_hsa6:72629300-75617876	chr5_pat_hsa6:73209540-73278903	chr5_hap2_hsa6:62839462-65731576	chr5_hap2_hsa6:63430557-64762309	chr5_pat_hsa6:67798347-72572468	chr5_pat_hsa6:68403140-71626044	chr5_hap2_hsa6:58088219-62308239	chr5_hap2_hsa6:58588220-61757235	chr5_hap2_hsa6:57895781-62129521	chr5_hap2_hsa6:58395782-61578516
chr6_pat_hsa7:67552141-71360133	chr6_pat_hsa7:70383402-70406454	chr6_hap2_hsa7:65681129-68713872	chr6_hap2_hsa7:66553442-67753494	chr6_pat_hsa7:67281203-75150335	chr6_pat_hsa7:68090017-74209125	chr6_hap2_hsa7:22690035-30951709	chr6_hap2_hsa7:24634752-25641558	chr6_hap2_hsa7:25329138-27439255	chr6_hap2_hsa7:23625550-24603049
chr7_pat_hsa8:61195007-62673232	chr7_pat_hsa8:61708712-61748327	chr7_hap2_hsa8:59509462-65135797	chr7_hap2_hsa8:60419972-64018765	chr7_pat_hsa8:73755431-78450411	chr7_pat_hsa8:74645548-77769718	chr7_hap2_hsa8:43621797-53250392	chr7_hap2_hsa8:44393752-52654516	chr7_hap2_hsa8:46603113-53875104	chr7_hap2_hsa8:47385706-53281750
chr8_pat_hsa10:53120356-58045677	chr8_pat_hsa10:53777368-57017660	chr8_hap2_hsa10:52650334-56110606	chr8_hap2_hsa10:53310659-55072367	chr8_pat_hsa10:72689026-80753854	chr8_pat_hsa10:73335518-79748609	chr8_hap2_hsa10:38118577-44736892	chr8_hap2_hsa10:39882941-44179299	chr8_hap2_hsa10:39164068-47328668	chr8_hap2_hsa10:40874445-46999724
chr9_pat_hsa11:51437154-56539912	chr9_pat_hsa11:52428341-55229520	chr9_hap2_hsa11:53313160-57052175	chr9_hap2_hsa11:54315022-55881286	chr9_pat_hsa11:55502126-63028463	chr9_pat_hsa11:56445558-61777764	chr9_hap2_hsa11:46808893-53110904	chr9_hap2_hsa11:47308893-51650328	chr9_hap2_hsa11:46684016-53638753	chr9_hap2_hsa11:47816031-49778803
chr10_pat_hsa12:54935858-60649607	chr10_pat_hsa12:56139335-59834296	chr10_hap2_hsa12:55975386-60190018	chr10_hap2_hsa12:57133245-59330197	chr10_pat_hsa12:62405128-67428493	chr10_pat_hsa12:63664186-66782243	chr10_hap2_hsa12:33761830-36652003	chr10_hap2_hsa12:34277561-36152015	chr10_hap2_hsa12:34831860-36057784	chr10_hap2_hsa12:35441701-35557789
chr11_pat_hsa9:53445356-58598678	chr11_pat_hsa9:53963827-58098635	chr11_hap2_hsa9:52506920-56882895	chr11_hap2_hsa9:53025559-56260475	chr11_pat_hsa2b:26801897-28470053	chr11_pat_hsa2b:27324657-27428916	chr11_hap2_hsa2b:9251459-13569992	chr11_hap2_hsa2b:10166013-12249560	chr11_hap2_hsa2b:12102729-16457229	chr11_hap2_hsa2b:13031576-15942528
chr12_pat_hsa2a:31641043-33205683	chr12_pat_hsa2a:32640489-32692994	chr12_hap2_hsa2a:33650508-36230968	chr12_hap2_hsa2a:34158782-35197942	chr12_pat_hsa2a:25792068-29536842	chr12_pat_hsa2a:26295649-29036843	chr12_hap2_hsa2a:22088484-26557639	chr12_hap2_hsa2a:25442299-26057642	chr12_hap2_hsa2a:14177809-21365822	chr12_hap2_hsa2a:15155500-20866510
chr13_pat_hsa2b:44994458-46322221	chr13_pat_hsa2b:45767182-45804606	chr13_hap2_hsa2b:29045081-31150762	chr13_hap2_hsa2b:29591677-30403278	chr13_pat_hsa9:17637036-23521317	chr13_pat_hsa9:18139065-23021316	chr13_hap2_hsa9:11322275-16365183	chr13_hap2_hsa9:13049132-15865156	chr13_hap2_hsa9:8083482-12066555	chr13_hap2_hsa9:10133178-11566528
chr14_pat_hsa13:17131793-18185625	chr14_pat_hsa13:17631793-17685622	chr14_hap2_hsa13:12774452-14906647	chr14_hap2_hsa13:13301495-14287487	chr14_pat_hsa13:25876574-30082018	chr14_pat_hsa13:26870200-29573297	chr14_hap2_hsa13:19368683-21905516	chr14_hap2_hsa13:20306590-21405228	chr14_hap2_hsa13:298435-3728852	chr14_hap2_hsa13:1236230-3219959
chr15_pat_hsa14:19628584-23590323	chr15_pat_hsa14:20837244-22991287	chr15_hap2_hsa14:12079798-15839614	chr15_hap2_hsa14:13227263-15258812	chr15_pat_hsa14:37422028-44602188	chr15_pat_hsa14:37990961-44099812	chr15_hap2_hsa14:14328147-17046929	chr15_hap2_hsa14:15268452-16546930	chr15_hap2_hsa14:10835722-14277384	chr15_hap2_hsa14:11363061-13776364
chr16_pat_hsa15:12450649-13585113	chr16_pat_hsa15:12950721-13057369	chr16_hap2_hsa15:17905400-21474429	chr16_hap2_hsa15:18528495-20942929	chr16_pat_hsa15:17817032-20353035	chr16_pat_hsa15:18319907-19805012	chr16_hap2_hsa15:18176143-20940558	chr16_hap2_hsa15:19069788-20440559	chr16_hap2_hsa15:11881338-15904490	chr16_hap2_hsa15:12791502-15069415
chr17_pat_hsa18:23492657-25069489	chr17_pat_hsa18:23992781-24009739	chr17_hap2_hsa18:14404382-17638814	chr17_hap2_hsa18:14921569-17014382	chr17_pat_hsa18:22924022-27816114	chr17_pat_hsa18:23527442-27316114	chr17_hap2_hsa18:18765185-23103319	chr17_hap2_hsa18:21443451-22603322	chr17_hap2_hsa18:10875294-14988662	chr17_hap2_hsa18:11609608-14436357
chr18_pat_hsa16:49876832-56048351	chr17_pat_hsa18:24516478-24531406	chr18_hap2_hsa16:45737883-49928060	chr18_hap2_hsa16:46454580-48405791	chr18_pat_hsa16:69155552-74980197	chr18_pat_hsa16:69917738-73774047	chr18_hap2_hsa16:35195867-43186475	chr18_hap2_hsa16:35729758-42297212	chr18_hap2_hsa16:36453977-42749401	chr18_hap2_hsa16:36989314-41868191
chr19_pat_hsa17:38908650-44649905	chr18_pat_hsa16:51492185-54272545	chr19_hap2_hsa17:38242326-43453126	chr19_hap2_hsa17:38843157-42083606	chr19_pat_hsa5x17:59433128-66472980	chr19_pat_hsa5x17:59933388-65144943	chr19_hap2_hsa17:36375821-39306305	chr19_hap2_hsa17:36875872-38806268	chr19_hap2_hsa17:37024463-42823809	chr19_hap2_hsa17:37679087-42323773
chr20_pat_hsa19:28245682-34196123	chr19_pat_hsa17:39408727-43391881	chr20_hap2_hsa19:30523529-36784830	chr20_hap2_hsa19:31661692-35647163	chr20_pat_hsa19:32143343-37499674	chr20_pat_hsa19:32915569-36447187	chr20_hap2_hsa19:24489612-30655920	chr20_hap2_hsa19:25304320-30039498	chr20_hap2_hsa19:24273056-39299598	chr20_hap2_hsa19:25082738-38680590
chr21_pat_hsa20:27378775-33132406	chr20_pat_hsa19:29336405-33126346	chr21_hap2_hsa20:30514104-35273729	chr21_hap2_hsa20:31187779-34302928	chr21_pat_hsa20:35991040-43876063	chr21_pat_hsa20:36501141-41679034	chr21_hap2_hsa20:21535574-27587168	chr21_hap2_hsa20:22035620-26891392	chr21_hap2_hsa20:21589328-30075708	chr21_hap2_hsa20:22089374-29567503
chr22_pat_hsa21:9145729-10203350	chr21_pat_hsa20:28139377-32107244	chr22_hap2_hsa21:9567030-12175239	chr22_hap2_hsa21:10091522-11541548	chr22_pat_hsa21:9595508-14469927	chr22_pat_hsa21:10095507-13845260	chr22_hap2_hsa21:24910479-25994033	chr22_hap2_hsa21:25410479-25494033	chr22_hap2_hsa21:13525619-19454142	chr22_hap2_hsa21:14077361-18885320
chr23_pat_hsa22:21835136-27014542	chr22_pat_hsa21:9657140-9703347	chr23_hap2_hsa22:9431117-12733342	chr23_hap2_hsa22:9946886-12015118	chr23_pat_hsa22:9993099-14635327	chr23_pat_hsa22:10497532-14135328	chr23_hap2_hsa22:14568816-17999737	chr23_hap2_hsa22:15120859-17434398	chr23_hap2_hsa22:13836023-19061302	chr23_hap2_hsa22:14388307-18496137
chrY_pat_hsaY:11521741-16411798	chr23_pat_hsa22:25638301-26312677	chrY_hap2_hsaY:12613046-14929712	chrY_hap2_hsaY:13142736-14429665	chrY_pat_hsaY:19886062-25495947	chrY_pat_hsaY:20584875-24867440	chrY_hap2_hsaY:17724136-20547348	chrY_hap2_hsaY:18435651-20039839	chrY_hap2_hsaY:17661051-22112017	chrY_hap2_hsaY:18161049-21612017
	chrY_pat_hsaY:12021900-15910091
